gene	seqnames	start	end	width	strand	CI.start	CI.end	genoT	filenames	freq	n()	alleleFreq
RECQL5	chr2	63141867	63185361	43495	*	62961727	63357364	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr3	3093135	3104631	11497	*	1114905	3167483	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr4	90918276	91004344	86069	*	90686789	91202814	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr4	138693086	138743979	50894	*	138639450	139113687	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr5	75850181	75885859	35679	*	75641107	76056515	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr8	16945587	16985073	39487	*	16695240	17466033	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr8	17695948	17702623	6676	*	17584592	17772183	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr9	68392146	68812649	420504	*	63764482	68855590	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	8	45	17.78
RECQL5	chr9	130855631	130921223	65593	*	130720927	131093209	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	25	45	55.56
RECQL5	chr13	66784532	66886403	101872	*	66621773	67019372	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr15	61089884	61133229	43346	*	61025893	61195490	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	22	45	48.89
RECQL5	chr15	88563823	88568233	4411	*	88521520	88635592	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	3	45	6.67
RECQL5	chr15	88737151	88740261	3111	*	88564561	101915199	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	5	45	11.11
RECQL5	chr15	88834228	88848341	14114	*	88489095	88904893	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	18	45	40
RECQL5	chr21	14085149	14260136	174988	*	10437341	14449637	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	3	45	6.67
RECQL5	chr22	23194748	23213102	18355	*	22993172	23361762	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	23	45	51.11
RECQL5	chrX	71338617	71395555	56939	*	71278040	71801374	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chrX	137941698	137989756	48059	*	137720869	138055088	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr1	88656589	88661388	4800	*	88532369	88882729	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr2	184495982	184499948	3967	*	184362248	184578310	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr2	239196043	239202112	6070	*	239157318	239294368	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr3	52713408	52718650	5243	*	52583565	52754462	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr9	67387510	67412194	24685	*	64029182	67851123	wc-ww	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	6	45	13.33
RECQL5	chr10	45288469	46531583	1243115	*	45264741	133664278	cc-wc	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	4	45	8.89
RECQL5	chr10	46947335	48431481	1484147	*	51698	48460861	wc-cc	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	4	45	8.89
RECQL5	chr13	95918405	95936917	18513	*	95834320	96075060	ww-cc	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr13	102761614	102773052	11439	*	102625820	102934432	cc-ww	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr15	60807196	60830810	23615	*	60765760	60910995	cc-wc	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	21	45	46.67
RECQL5	chr15	72594307	72598192	3886	*	72557256	72686235	wc-cc	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	74065077	74124700	59624	*	74053290	74147385	cc-wc	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	89346716	89373295	26580	*	89327511	89421079	wc-cc	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	19	45	42.22
RECQL5	chr16	21399516	21488051	88536	*	21219835	21521593	ww-cc	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	14	45	31.11
RECQL5	chr16	22687735	22699645	11911	*	22677073	22886245	cc-ww	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	14	45	31.11
RECQL5	chrX	140881381	140890192	8812	*	140848430	140911709	cc-wc	recq5-2-single-f10-r7-c6_S293_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr3	89835806	90149750	313945	*	89773451	93470689	cc-wc	recq5-2-single-f11-r1-c7_S301_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr5	11771596	11778808	7213	*	11469779	11876278	cc-ww	recq5-2-single-f11-r1-c7_S301_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr5	40644081	40675247	31167	*	40290812	40934306	ww-cc	recq5-2-single-f11-r1-c7_S301_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr8	50602123	50602947	825	*	50518720	50642452	cc-wc	recq5-2-single-f11-r1-c7_S301_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr8	112104016	112111668	7653	*	112037663	112150916	wc-ww	recq5-2-single-f11-r1-c7_S301_.trimmed.mdup.bam.RData	3	45	6.67
RECQL5	chr8	39225932	39228957	3026	*	39189255	39249232	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr8	80971538	80973878	2341	*	80947267	80988430	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr9	130788036	130793018	4983	*	130693281	130844086	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	25	45	55.56
RECQL5	chr11	75134423	75137980	3558	*	75112889	75267823	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr11	75946089	75968111	22023	*	75778980	75986880	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr12	85781498	85785862	4365	*	85736884	85824928	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr15	72614635	72674944	60310	*	72600952	72693393	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	74059082	74115041	55960	*	74051328	74125723	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr16	21338819	21370480	31662	*	21190764	21974207	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	14	45	31.11
RECQL5	chr16	22774167	22785655	11489	*	22658006	22869579	cc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	14	45	31.11
RECQL5	chr19	3402017	3419151	17135	*	3384148	3469119	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr20	21880168	21905272	25105	*	21816638	21928670	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr20	22538811	22546122	7312	*	22432145	22568043	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr22	23284001	23292772	8772	*	23245019	23382137	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	23	45	51.11
RECQL5	chrX	67697154	67720017	22864	*	67644435	67767409	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr1	61766377	61801682	35306	*	61663360	61871802	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr3	151493434	151496764	3331	*	151425412	151545978	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	3	45	6.67
RECQL5	chr5	115498856	115501288	2433	*	115398687	115537102	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr5	159251030	159337976	86947	*	159200029	159385934	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr9	129844828	129872813	27986	*	129736583	129904396	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr9	130102239	130177636	75398	*	47398	130310633	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr9	130761579	130837826	76248	*	130682570	131046624	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	25	45	55.56
RECQL5	chr12	122822944	122856722	33779	*	122734582	122954683	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr13	52023014	52137936	114923	*	51943921	52334554	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr13	99072645	99112758	40114	*	98961640	99144436	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr15	72626349	72674078	47730	*	72589273	72686569	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	74045505	74054196	8692	*	74007319	74116346	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr19	24418064	27254647	2836584	*	24377527	27293266	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	16	45	35.56
RECQL5	chr22	23235650	23238579	2930	*	23194703	23306784	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	23	45	51.11
RECQL5	chrX	24704170	24779367	75198	*	24657598	24808819	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr2	17817539	17822425	4887	*	17616658	17888832	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr4	20340901	20349339	8439	*	20234173	20475362	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr8	37658388	37661192	2805	*	36781941	38049763	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr8	43896492	43914791	18300	*	43839438	44836381	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr11	115546748	115587956	41209	*	115460068	115671500	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr11	119888055	119917140	29086	*	119730242	119968172	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr12	51539204	51574816	35613	*	51428535	51699843	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr15	60798911	60805346	6436	*	60762963	60867644	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	20	45	44.44
RECQL5	chr15	72599375	72716424	117050	*	72552533	72723753	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	74122930	74131773	8844	*	74043804	74183046	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	35	45	77.78
RECQL5	chr15	89171546	89206121	34576	*	89091063	89246247	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	20	45	44.44
RECQL5	chr17	30685396	30883423	198028	*	30094273	30984837	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr17	71185628	71194020	8393	*	71134116	71310219	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr20	21863812	21872794	8983	*	21735596	21976227	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr1	119722186	119724873	2688	*	119587596	123202836	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr2	99529802	99567727	37926	*	99402659	99762224	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr2	128783318	128799005	15688	*	128735418	129442721	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr2	213900087	213917976	17890	*	213804100	214067592	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr4	37836057	37859310	23254	*	37735696	38049714	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr9	4395618	4416375	20758	*	3697715	4526425	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr10	111155256	111165143	9888	*	110812791	111273037	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr12	110132639	110132958	320	*	110021036	110183419	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr13	74139187	74161799	22613	*	74034705	74272911	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr15	60819072	60821538	2467	*	60653065	60914034	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	21	45	46.67
RECQL5	chr15	72592262	72602661	10400	*	72493977	72713467	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	74062936	74118601	55666	*	73995280	74203632	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	89249426	89346710	97285	*	89205146	89548765	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	19	45	42.22
RECQL5	chr18	75168077	75203596	35520	*	75011222	75520834	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr20	14669918	14776375	106458	*	14530633	14905133	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr4	162858346	162881279	22934	*	162829314	162905861	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr5	143237637	143264870	27234	*	143178873	143321083	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	4	45	8.89
RECQL5	chr5	143378127	143382064	3938	*	143269382	143460624	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	4	45	8.89
RECQL5	chr5	143718419	143785845	67427	*	143646550	143825298	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	3	45	6.67
RECQL5	chr6	134958704	135026783	68080	*	134876241	135174661	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr6	135467120	135633599	166480	*	135206160	135680221	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr7	39116901	39180134	63234	*	39056162	39241114	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr7	103070648	103079955	9308	*	102983101	103129846	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr9	130916375	130918071	1697	*	130708964	131199406	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	25	45	55.56
RECQL5	chr13	39297581	39327478	29898	*	39194650	39362030	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr15	60871766	60872760	995	*	60849770	60891095	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	22	45	48.89
RECQL5	chr15	72613856	72671998	58143	*	72590982	72712318	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	74065339	74102627	37289	*	74045276	74162093	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	89512313	89542637	30325	*	89455292	89609672	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	18	45	40
RECQL5	chr19	57127351	57150874	23524	*	57072887	57683068	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr22	23196848	23208387	11540	*	23174431	23332614	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam.RData	23	45	51.11
RECQL5	chr3	194002545	194003675	1131	*	193942954	194086622	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr4	20436429	20440288	3860	*	20370544	20459190	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr6	39680365	39680525	161	*	39646153	39713891	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr9	67773669	67829473	55805	*	67212261	68337047	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData	6	45	13.33
RECQL5	chr9	130797568	130807694	10127	*	130724499	131060740	ww-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData	25	45	55.56
RECQL5	chr15	60857727	60862229	4503	*	60823692	60875336	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData	22	45	48.89
RECQL5	chr18	7536611	7584380	47770	*	7504736	7620464	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr22	23280083	23297918	17836	*	23149554	23371378	cc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData	23	45	51.11
RECQL5	chrX	77045273	77050563	5291	*	77025416	77133060	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr4	85431986	85437133	5148	*	85330375	85524026	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr9	68351687	68367480	15794	*	67407090	68448915	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData	8	45	17.78
RECQL5	chr9	131117381	131123143	5763	*	130993589	131152780	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData	25	45	55.56
RECQL5	chr11	78352296	78391435	39140	*	78242314	78442937	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr14	81518289	81544277	25989	*	81442402	81632365	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr15	72626095	72629301	3207	*	72592384	72690818	ww-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	72753636	72755255	1620	*	72679843	72887206	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	73799573	73815759	16187	*	73527005	73959922	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	74045272	74058270	12999	*	73908693	74138605	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr22	23274420	23296685	22266	*	23257121	23347357	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData	23	45	51.11
RECQL5	chr2	45020822	45027037	6216	*	44916377	45116804	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr6	13567457	13695388	127932	*	13512856	13755072	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr6	153019513	153061227	41715	*	152975853	153132196	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr9	98594750	98632428	37679	*	98392678	138199406	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr9	98728743	98730364	1622	*	98594678	98756228	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr12	15998711	15999466	756	*	15832527	16082305	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr15	74076071	74100205	24135	*	74028551	74125198	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData	34	45	75.56
RECQL5	chr15	89385551	89419903	34353	*	89308659	89441437	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData	18	45	40
RECQL5	chr18	1441158	1451931	10774	*	741919	1533907	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr19	24406263	24414562	8300	*	24385794	27274863	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData	11	45	24.44
RECQL5	chr3	180574512	180581484	6973	*	180543242	180737260	ww-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr3	195316680	195344614	27935	*	195256692	195401820	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr4	122052680	122067915	15236	*	121963466	122267334	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	2	45	4.44
RECQL5	chr6	6395323	6436585	41263	*	6366457	6463705	wc-ww	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr9	68614767	68691104	76338	*	64030067	68744598	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	7	45	15.56
RECQL5	chr9	84265951	84279757	13807	*	84194652	84342637	cc-wc	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr10	128332777	128349040	16264	*	128319539	128387218	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr11	132145589	132171305	25717	*	131976988	132227132	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
RECQL5	chr12	124301639	124432575	130937	*	124281022	124578574	wc-cc	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam.RData	1	45	2.22
